CiexKey,IdCiex,Ciex,DescCiex,Categoria,Grupo,Capitulo
9107,V495,"Pasajero de Automovil Lesionado por Colision con otros Vehiculos de Motor, y con los No","V495 - Pasajero de Automovil Lesionado por Colision con otros Vehiculos de Motor, y con los No","V49 - OCUPANTE DE AUTOMOVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y E",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9108,V496,Ocupante no Especificado de Automovil Lesionado por Colision con otros Vehiculos de Moto,V496 - Ocupante no Especificado de Automovil Lesionado por Colision con otros Vehiculos de Moto,"V49 - OCUPANTE DE AUTOMOVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y E",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9109,V498,Ocupante [Cualquiera] de Automovil Lesionado en otros Accidentes de Transporte Especific,V498 - Ocupante [Cualquiera] de Automovil Lesionado en otros Accidentes de Transporte Especific,"V49 - OCUPANTE DE AUTOMOVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y E",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9110,V499,Ocupante [Cualquiera] de Automovil Lesionado en Accidente de Transito no Especificado,V499 - Ocupante [Cualquiera] de Automovil Lesionado en Accidente de Transito no Especificado,"V49 - OCUPANTE DE AUTOMOVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y E",(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9111,V500,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Conductor","V500 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Conductor",V50 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON PEATON O,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9112,V501,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Pasajero L","V501 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Pasajero L",V50 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON PEATON O,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9113,V502,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Persona Qu","V502 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Persona Qu",V50 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON PEATON O,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9114,V503,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Ocupante N","V503 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Ocupante N",V50 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON PEATON O,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9115,V504,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Persona Le","V504 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Persona Le",V50 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON PEATON O,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9116,V505,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Conductor","V505 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Conductor",V50 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON PEATON O,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9117,V506,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Pasajero L","V506 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Pasajero L",V50 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON PEATON O,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9118,V507,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Persona Qu","V507 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Persona Qu",V50 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON PEATON O,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9119,V509,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Ocupante N","V509 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Peaton o Animal, Ocupante N",V50 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON PEATON O,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9120,V510,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Conducto","V510 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Conducto",V51 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9121,V511,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Pasajero","V511 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Pasajero",V51 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9122,V512,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Persona","V512 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Persona",V51 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9123,V513,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Ocupante","V513 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Ocupante",V51 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9124,V514,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Persona","V514 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Persona",V51 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9125,V515,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Conducto","V515 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Conducto",V51 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9126,V516,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Pasajero","V516 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Pasajero",V51 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9127,V517,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Persona","V517 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Persona",V51 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9128,V519,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Ocupante","V519 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Pedal, Ocupante",V51 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9129,V520,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V520 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V52 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9130,V521,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V521 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V52 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9131,V522,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V522 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V52 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9132,V523,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V523 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V52 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9133,V524,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V524 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V52 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9134,V525,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V525 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V52 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9135,V526,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V526 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V52 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9136,V527,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V527 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V52 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9137,V529,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V529 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Motor de dos o,V52 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9138,V530,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg","V530 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg",V53 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON AUTOMOVIL,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9139,V531,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg","V531 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg",V53 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON AUTOMOVIL,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9140,V532,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg","V532 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg",V53 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON AUTOMOVIL,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9141,V533,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg","V533 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg",V53 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON AUTOMOVIL,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9142,V534,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg","V534 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg",V53 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON AUTOMOVIL,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9143,V535,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg","V535 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg",V53 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON AUTOMOVIL,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9144,V536,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg","V536 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg",V53 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON AUTOMOVIL,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9145,V537,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg","V537 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg",V53 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON AUTOMOVIL,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9146,V539,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg","V539 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Automovil, Camioneta o Furg",V53 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON AUTOMOVIL,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9147,V540,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V540 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V54 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9148,V541,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V541 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V54 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9149,V542,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V542 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V54 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9150,V543,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V543 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V54 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9151,V544,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V544 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V54 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9152,V545,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V545 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V54 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9153,V546,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V546 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V54 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9154,V547,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V547 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V54 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9155,V549,Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V549 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Vehiculo de Transporte Pesa,V54 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON VEHICULO,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9156,V550,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,","V550 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,",V55 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON TREN O VE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9157,V551,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,","V551 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,",V55 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON TREN O VE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9158,V552,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,","V552 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,",V55 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON TREN O VE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9159,V553,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,","V553 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,",V55 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON TREN O VE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9160,V554,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,","V554 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,",V55 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON TREN O VE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9161,V555,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,","V555 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,",V55 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON TREN O VE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9162,V556,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,","V556 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,",V55 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON TREN O VE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9163,V557,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,","V557 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,",V55 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON TREN O VE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9164,V559,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,","V559 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con Tren o Vehiculo de Rieles,",V55 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON TREN O VE,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
9165,V560,"Ocupante de Camioneta o Furgoneta Lesionado por Colision con otros Vehiculos sin Motor,","V560 - Ocupante de Camioneta o Furgoneta Lesionado por Colision con otros Vehiculos sin Motor,",V56 - OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISION CON OTROS VEH,(V01 - V99) ACCIDENTES DE TRANSPORTE,CAPITULO XX: CAUSAS EXTERNAS DE MORBILIDAD Y DE MORTALIDAD
